Username,Category,Followers,Followees,Posts,Level
paperazzimagazine,fashion,588477,2564,56398,Huge
sonjatmorgan,fashion,588229,989,1541,Huge
fancycorrectitude,fashion,586122,297,1305,Huge
samanthamariaofficial,fashion,583617,577,2861,Huge
house.of.huber,fashion,583062,210,1086,Huge
biancaatzei,fashion,576479,425,3310,Huge
bridget,fashion,573314,781,1435,Huge
danielarued,fashion,572391,312,513,Huge
mvb,fashion,571149,379,1033,Huge
aliachergui,fashion,570861,1005,1246,Huge
sylwialipka_music,fashion,570246,236,1599,Huge
amandadomenico,fashion,568453,1541,2472,Huge
aya_shalkar,fashion,567789,480,1456,Huge
emilycanham,fashion,567384,390,1244,Huge
pamsampaiio,fashion,567064,801,658,Huge
mariarudgealbuquerque,fashion,566325,1463,3389,Huge
jbclark_,fashion,565104,2542,1197,Huge
christinasikalias,fashion,564786,692,1306,Huge
saffrononrose,fashion,564346,841,2679,Huge
georgiamay112,fashion,563382,642,2268,Huge
vanityfairitalia,fashion,560755,582,4903,Huge
misstiffanyma,fashion,560649,933,772,Huge
karencivil,fashion,560438,607,1197,Huge
juliadoorman,fashion,557972,470,1833,Huge
chrishanxoxo,fashion,557444,988,1500,Huge
milenalesecret,fashion,554103,811,1357,Huge
fashionista_com,fashion,553818,650,3612,Huge
iesha_mariee,fashion,553195,484,1022,Huge
manuecureau,fashion,552905,902,808,Huge
juelimery,fashion,552697,154,634,Huge
omayazein,fashion,552448,282,607,Huge
luisa,fashion,551533,1963,6456,Huge
ayselkhaledofficial,fashion,551333,97,657,Huge
isabella,fashion,551204,406,748,Huge
colormecourtney,fashion,550687,1441,4098,Huge
gabriellecaunesil,fashion,549521,1995,536,Huge
nimabenati,fashion,547815,717,2651,Huge
iconaccidental,fashion,547415,1432,766,Huge
twinkleintrendz,fashion,545761,138,711,Huge
lo_london,fashion,542809,170,977,Huge
missmcclearyx,fashion,542787,339,1581,Huge
alicebasso,fashion,541172,1072,4008,Huge
jessicabarboza1,fashion,541158,1637,3390,Huge
juliherzz,fashion,540496,483,1695,Huge
streetstylegents,fashion,537834,4,3688,Huge
guendalinacanessa,fashion,536151,1554,1316,Huge
trendy_taste,fashion,535667,999,4547,Huge
danielillescas,fashion,533437,472,1310,Huge
sandralambeck,fashion,533101,887,260,Huge
brookecarriehil,fashion,532582,510,1382,Huge
denisebidot,fashion,532409,3847,2966,Huge
hidemycoat,fashion,531289,284,1544,Huge
kristy.lani,fashion,530267,372,281,Huge
__niki22,fashion,530031,482,1299,Huge
tiffanyc_watson,fashion,530007,206,1144,Huge
denjiel,fashion,529950,445,331,Huge
brittneyelena,fashion,529493,1868,859,Huge
mrsguptasquared,fashion,529197,484,815,Huge
mrsjillzarin,fashion,528806,489,1968,Huge
sophiachang,fashion,528142,265,1086,Huge
christenpress,fashion,526164,200,1129,Huge
sitabellan,fashion,525764,480,4154,Huge
gioserrano,fashion,525283,860,2993,Huge
blakescott,fashion,522440,440,5160,Huge
danedgar,fashion,521394,595,588,Huge
iamcattsadler,fashion,521389,554,3333,Huge
metisha,fashion,521293,579,562,Huge
divanidosa,fashion,521223,460,1324,Huge
japanesee,fashion,518065,244,3868,Huge
vanillagirl_86,fashion,517964,1754,2418,Huge
cristianocaccamo,fashion,517594,1371,910,Huge
cansuakinn,fashion,514260,981,2063,Huge
rosiefortescue,fashion,514225,2277,4443,Huge
joshcuthbert,fashion,514126,722,1354,Huge
sissychristidou,fashion,513719,753,2590,Huge
marycake,fashion,512328,419,1392,Huge
gentslounge,fashion,510762,316,3526,Huge
missjenjomet,fashion,510565,423,658,Huge
cassiebrown,fashion,508830,428,669,Huge
mahhimakottary,fashion,508114,84,4051,Huge
sofievalkiers,fashion,506061,1086,5013,Huge
mindysttnprty,fashion,505890,709,446,Huge
reneewillett,fashion,505829,608,637,Huge
cath_belle,fashion,505819,296,693,Huge
jilllvd,fashion,505755,519,645,Huge
christie_ferrari,fashion,504926,1417,1885,Huge
ingredybarbi,fashion,504790,513,934,Huge
alyshanett,fashion,503344,2059,5210,Huge
laelegantia,fashion,502160,408,733,Huge
glencyfeliz,fashion,499793,1028,9914,Huge
krumble,fashion,498857,972,301,Huge
tatimcquay,fashion,498002,1734,1453,Huge
loretoperalta,fashion,497879,1302,289,Huge
cityteens,fashion,497415,221,2777,Huge
ifuennada,fashion,497323,1040,1776,Huge
shesgracious,fashion,497100,980,1152,Huge
violettbeane,fashion,496768,474,1001,Huge
gracyvillarreal,fashion,496719,720,1750,Huge
love.clothes.fashion,fashion,496387,107,1224,Huge
sabinahannan,fashion,495810,256,729,Huge
jordanbeau,fashion,495444,644,1570,Huge
jumana_khan_,fashion,494754,333,543,Huge
bradgoreski,fashion,494384,1004,2589,Huge
dianamarksofficial,fashion,494239,382,746,Huge
nitibhakaul,fashion,494146,207,2041,Huge
theambitionista,fashion,494062,7496,2040,Huge
nataliengibson,fashion,493054,652,726,Huge
missginadarling,fashion,492178,1001,636,Huge
lipstickfables,fashion,491590,1199,5198,Huge
johannaeolsson,fashion,491578,298,1549,Huge
enikotothcom,fashion,491476,810,1104,Huge
kompleksiara,fashion,491038,237,448,Huge
nataliaferviu,fashion,489911,999,1385,Huge
aashnashroff,fashion,489819,471,4340,Huge
thesassthing_,fashion,488400,461,802,Huge
thesaltyblonde,fashion,488239,803,3106,Huge
mercedesterrell,fashion,487319,1722,5488,Huge
vittoriadeganello,fashion,487177,387,795,Huge
jessicaannewoodley,fashion,486893,2577,954,Huge
sauf.etc,fashion,486470,195,544,Huge
sophiagalazzo,fashion,485927,1024,1299,Huge
frederikkelykkel,fashion,485277,569,379,Huge
thestilettomeup,fashion,483413,921,4030,Huge
daiseyodonnell,fashion,483324,539,5837,Huge
clemenceandanna,fashion,483131,199,391,Huge
vanellimelli,fashion,481900,460,1608,Huge
cbrickley603,fashion,481675,784,705,Huge
anasulcova,fashion,479791,141,480,Huge
kelseydarragh,fashion,479196,1368,1918,Huge
naomigenes,fashion,478949,790,541,Huge
giuliavalentina,fashion,478040,1,2010,Huge
iamrubyjay,fashion,477456,568,500,Huge
emilyrosehannon,fashion,475715,1101,1618,Huge
hanadibeauty,fashion,475669,634,1763,Huge
glamdapper,fashion,475284,689,1190,Huge
harryholland64,fashion,474886,380,360,Huge
vanesssamartins,fashion,474753,372,2265,Huge
tedranghella,fashion,474543,426,584,Huge
we_fashion,fashion,474497,5,3855,Huge
joaofolsta,fashion,474367,782,698,Huge
renatakuerten,fashion,473846,1248,3731,Huge
tessmasazza,fashion,473810,1363,958,Huge
jfigggs,fashion,473660,170,166,Huge
shirleybeniang,fashion,473014,524,1097,Huge
charlottedawsy,fashion,471755,2997,5160,Huge
ment97,fashion,471640,501,502,Huge
taylorlashae,fashion,470394,608,3531,Huge
michelletakeaim,fashion,470269,501,3975,Huge
weylie,fashion,469998,606,3126,Huge
zizotshwete,fashion,468066,254,987,Huge
atsunamatsui,fashion,467852,293,982,Huge
mysoulandu,fashion,467497,209,1493,Huge
nikkiphillippi,fashion,467177,865,3929,Huge
titimuller_,fashion,467173,858,3450,Huge
oclydia,fashion,465525,704,1775,Huge
huntermcgrady,fashion,465242,724,1659,Huge
michelematuro,fashion,465235,246,577,Huge
anto_cavalieri,fashion,465050,229,587,Huge
jillianrosereed,fashion,465045,1061,2290,Huge
peyton_mabry,fashion,464846,656,627,Huge
jessimalay,fashion,463207,998,5445,Huge
twotrends,fashion,463171,410,1148,Huge
giolucini,fashion,462810,1251,3358,Huge
jasminwalia,fashion,462456,805,1485,Huge
jaceyduprie,fashion,461402,539,6445,Huge
angelacaloisi,fashion,460069,230,696,Huge
lissyroddyy,fashion,460063,411,1944,Huge
irenesarah,fashion,459947,962,1646,Huge
beyandall,fashion,459347,193,2177,Huge
style_tonic,fashion,459207,226,458,Huge
thaismatsura,fashion,458434,591,3467,Huge
msheatherlynne,fashion,457495,4003,680,Huge
joshuapatterson_jp,fashion,457304,184,557,Huge
jazminegarcia,fashion,456681,204,1190,Huge
chrisjohnmillington,fashion,456470,557,469,Huge
rochi_igarzabalok,fashion,454973,1122,1187,Huge
ginevralambruschi,fashion,453584,967,1440,Huge
summeralbarcha,fashion,452802,1619,2722,Huge
stylelullaby,fashion,451837,418,954,Huge
riumbaumarta,fashion,451577,288,1981,Huge
cynthiaolav,fashion,451450,910,1463,Huge
tridhac,fashion,451128,93,580,Huge
cartiamallan,fashion,450684,404,2300,Huge
kaseyhill__,fashion,450179,677,800,Huge
msluperamos,fashion,449372,3708,646,Huge
lilianafilipa__,fashion,446715,744,1276,Huge
alyssalynch,fashion,446357,389,700,Huge
tfrtc,fashion,445760,648,973,Huge
chicamastyle,fashion,444714,832,1007,Huge
ellenvlora,fashion,444505,774,1736,Huge
cammiescott,fashion,444002,795,1362,Huge
alyson_haley,fashion,442426,1051,4534,Huge
rhodesaaron,fashion,441578,600,635,Huge
emmahill,fashion,441501,309,2667,Huge
mycultofreal,fashion,441282,130,755,Huge
weddingfash,fashion,439945,67,966,Huge
jazzmynejay,fashion,439915,3266,1202,Huge
emilyschuman,fashion,439579,300,3240,Huge
mariakorinthiou,fashion,439243,1667,2063,Huge
majumazalli,fashion,438918,787,738,Huge
chasekeith,fashion,438870,742,523,Huge
jennacompono,fashion,438402,741,926,Huge
majamalnar,fashion,436730,1052,3590,Huge
menshoesfashions,fashion,436673,13,2397,Huge
giuliasalemi,fashion,436483,1628,2475,Huge
valeskaaraujoc,fashion,436324,962,763,Huge
nat_bat_,fashion,435636,1896,3213,Huge
shenaegrimesbeech,fashion,435351,80,1356,Huge
phiaka,fashion,434908,416,1317,Huge
nilam.farooq,fashion,434446,396,1057,Huge
virginia.stablum,fashion,432769,2842,1452,Huge
anuthida,fashion,432455,166,812,Huge
ryleighvertes_,fashion,431836,619,1027,Huge
fashionista_east,fashion,431516,543,4589,Huge
omgitsfirefoxx,fashion,431276,460,2896,Huge
gildaambrosio,fashion,430424,1674,3844,Huge
sweetcreekmoon,fashion,430143,90,974,Huge
shannonbaker,fashion,430003,2029,1074,Huge
fajasmini,fashion,429423,801,580,Huge
brunellacacciuni,fashion,428163,684,250,Huge
elisataviti,fashion,427707,1667,5346,Huge
sejalkumar1195,fashion,427306,120,2274,Huge
brycexavier,fashion,426909,1174,341,Huge
thebubblyblonde,fashion,426319,423,1388,Huge
amberdoigthorne,fashion,425653,199,467,Huge
cinnamonstyle,fashion,424951,238,4575,Huge
tiarramonet,fashion,424823,3781,1075,Huge
vladavideos,fashion,422113,111,820,Huge
_barbara_90,fashion,421424,528,1083,Huge
shaunabaker,fashion,420985,3387,1137,Huge
beccaedwards.x,fashion,420356,3313,1144,Huge
anthonin,fashion,419364,265,615,Huge
angelababicz,fashion,419192,438,278,Huge
alexcannon,fashion,417231,588,1415,Huge
mylesleask,fashion,416805,417,2132,Huge
mrbatlle,fashion,416610,1070,1486,Huge
gabdomingues,fashion,415917,780,1787,Huge
graciepiscopo,fashion,415840,443,907,Huge
lisaaramos,fashion,415549,993,1448,Huge
thejenniejenkins,fashion,413546,996,1779,Huge
theannaedit,fashion,413195,387,2482,Huge
brandon_arreaga,fashion,412489,447,545,Huge
kimiperi,fashion,411918,49,814,Huge
mangorabbitrabbit,fashion,411293,675,1351,Huge
thesundaychapter,fashion,408862,796,1121,Huge
blumarine,fashion,408751,387,3196,Huge
misslexamae,fashion,408161,218,361,Huge
medinebeauty,fashion,407933,66,489,Huge
alinaceusan,fashion,407679,3416,15463,Huge
estellefitz,fashion,407637,49,403,Huge
_lailav,fashion,407460,1163,1326,Huge
kathleen_barnes,fashion,407171,594,2851,Huge
sebibebi,fashion,407023,924,2586,Huge
lilypebbles,fashion,406704,533,4300,Huge
cindyprado,fashion,406371,1409,1342,Huge
tobiasrtr,fashion,406126,592,857,Huge
mariaalia,fashion,405867,1102,1379,Huge
chloecrowhurstx,fashion,404933,1336,496,Huge
ivettesaucedo,fashion,404462,874,1111,Huge
kaylahadlington,fashion,403921,366,3966,Huge
oliviarouyre,fashion,403358,310,354,Huge
tyne_lexy_clarson,fashion,402957,1411,1384,Huge
aleydaortiz,fashion,402378,481,1957,Huge
barbaraopsomer,fashion,401996,1142,422,Huge
lisatellbe,fashion,401502,183,3015,Huge
passiionforfashion,fashion,400415,207,5452,Huge
andreabelverf,fashion,399089,1038,3424,Huge
chadia.arsalan,fashion,398983,130,403,Huge
tresnickova,fashion,397931,167,656,Huge
marcforne,fashion,397897,1430,6431,Huge
lisa_opie,fashion,397065,698,1983,Huge
rachzx,fashion,397014,490,1755,Huge
sarafoster,fashion,396832,701,491,Huge
raginikhanna,fashion,396664,46,1205,Huge
silviabraz,fashion,396537,1793,6563,Huge
hannahelizinsta,fashion,395618,3590,1801,Huge
chloejmeadows,fashion,394755,856,1106,Huge
tessdaly,fashion,393728,660,734,Huge
patriciamanfield,fashion,393563,3050,4744,Huge
itskristinchirico,fashion,393267,764,406,Huge
jonidamaliqi,fashion,393069,822,1114,Huge
lindsaymariebrewer,fashion,393017,883,582,Huge
ninahouston_,fashion,391248,326,333,Huge
haleypham,fashion,389971,480,485,Huge
elizabethtran626,fashion,387749,761,463,Huge
eggcanvas,fashion,387100,449,3652,Huge
elizabethkeene,fashion,385909,1020,3615,Huge
claudiagalantireal,fashion,384551,732,1578,Huge
sassyredlipstick,fashion,384519,933,3960,Huge
ameliecheval31,fashion,384421,334,3230,Huge
thickleeyonce,fashion,384419,521,1047,Huge
vamp,fashion,384369,666,1020,Huge
michelesullivanfit,fashion,382530,609,1930,Huge
girlwithcurves,fashion,381319,688,2598,Huge
kattanita,fashion,380857,390,4215,Huge
sebinaah,fashion,380842,491,1548,Huge
odesafashion1,fashion,380731,173,825,Huge
marcocartasegna,fashion,379125,194,664,Huge
laurabeverlin,fashion,379030,591,2937,Huge
tanyabardsley7,fashion,378702,1003,2024,Huge
alejandrolillo_,fashion,378082,1415,1021,Huge
livinlikelindsey,fashion,377835,861,1723,Huge
billyhuxley,fashion,377567,622,716,Huge
p.trish_g32,fashion,377262,682,1357,Huge
therealdonnysavage,fashion,376929,1502,251,Huge
gunnsgirls,fashion,376015,3224,773,Huge
whitneys_wonderland,fashion,374567,819,2510,Huge
lucywilliams02,fashion,373771,994,5048,Huge
kateyoung,fashion,373229,710,1835,Huge
jessicakobeissi,fashion,372804,507,1539,Huge
bibibreijman,fashion,372437,816,2591,Huge
mintchyy,fashion,372310,526,2708,Huge
venicemin,fashion,372295,1445,957,Huge
thebride_pics,fashion,370752,592,5579,Huge
luxurylaw,fashion,369613,3584,3203,Huge
madelineaford,fashion,369572,807,751,Huge
walkinwonderland,fashion,368543,736,6449,Huge
frankiegaff,fashion,367565,664,1568,Huge
cupofcouple,fashion,367463,1514,4993,Huge
emily_luciano,fashion,366355,527,2009,Huge
voguewilliams,fashion,366010,2059,3903,Huge
sarawears,fashion,366001,2389,3463,Huge
vashtie,fashion,365404,557,3081,Huge
manonquadratus_off,fashion,365066,345,428,Huge
ginevra_pisani,fashion,364120,333,1144,Huge
sarahhhrae,fashion,363609,107,1573,Huge
tattivasilieva,fashion,362807,635,2328,Huge
fitforcalis,fashion,362018,438,635,Huge
sydneysierota,fashion,360912,105,1077,Huge
brittenelle,fashion,360592,693,3167,Huge
blackkbombshells,fashion,360519,102,4427,Huge
emilyijackson,fashion,358296,491,3051,Huge
ianmcrumm,fashion,358099,2163,1630,Huge
lydia_connell,fashion,357244,455,1781,Huge
modajustcoco,fashion,356834,583,2239,Huge
ravottimartina,fashion,356224,567,1847,Huge
alissbonyt,fashion,356165,585,448,Huge
xo_marne,fashion,355961,161,1066,Huge
saimascorner,fashion,355197,560,889,Huge
cailaquinn,fashion,353837,1921,1971,Huge
maiahocando,fashion,352228,461,2723,Huge
montovoli,fashion,351944,93,1219,Huge
graziauk,fashion,350739,1299,12241,Huge
strngrrr,fashion,350545,992,1114,Huge
kirstyfleming,fashion,349311,240,1397,Huge
_jessicalobo,fashion,347996,1463,2480,Huge
sophiegray,fashion,347599,5,1199,Huge
chanelcocobrown,fashion,347418,186,1655,Huge
shane_crom,fashion,346510,1106,996,Huge
wethepeoplestyle,fashion,346444,569,3436,Huge
emirafoods,fashion,346316,392,515,Huge
elisaelly.becker,fashion,346153,394,732,Huge
an9lina,fashion,345794,828,6258,Huge
ashleigh_dunn_,fashion,345787,619,1456,Huge
zoelaz,fashion,345746,104,1873,Huge
yoanamarlenstyle,fashion,345462,232,641,Huge
lovecurvy__laurabrioschi,fashion,344873,3346,1247,Huge
karissapukas,fashion,343794,751,3965,Huge
juliarestoinroitfeld,fashion,343459,998,2979,Huge
lalatheislandgal,fashion,343132,260,418,Huge
aligordon89,fashion,342981,220,1986,Huge
angelanastiofficial,fashion,342706,201,862,Huge
yoyokulala,fashion,342695,221,2143,Huge
aisha_jade,fashion,342445,851,2035,Huge
dressupbuttercup,fashion,341450,1158,1418,Huge
rosielondoner,fashion,341114,483,4721,Huge
justusf_hansen,fashion,340849,215,1461,Huge
styleandcurve,fashion,340573,1758,258,Huge
lopezjennylopez,fashion,339278,1214,2762,Huge
michelaquattrociocche,fashion,338628,888,1747,Huge
thelaceyclaire,fashion,338387,1160,1533,Huge
elepetrella,fashion,338374,400,1733,Huge
koodiz,fashion,338105,154,2363,Huge
lovebrandimarie,fashion,337637,967,1102,Huge
vernenciso,fashion,337397,750,2796,Huge
rachelfenton1,fashion,335123,440,879,Huge
juliacforti,fashion,335063,680,1195,Huge
breekleintop,fashion,334846,625,892,Huge
faiithmarone,fashion,334701,567,356,Huge
taryn_maria,fashion,334463,3997,3930,Huge
melisfit_,fashion,334418,1021,2825,Huge
__lilybrown,fashion,334271,1199,320,Huge
polinabrz,fashion,334008,421,1332,Huge
marta.pasqualato,fashion,333326,214,481,Huge
thelenparentstyle,fashion,332980,332,1811,Huge
mrslulu3,fashion,332545,335,925,Huge
anamoyacalzado,fashion,332073,345,5438,Huge
carolinevreeland,fashion,331483,1646,6161,Huge
simonasalvemini,fashion,330685,560,2329,Huge
thenicoleleigh,fashion,328892,527,335,Huge
amandarachdoodles,fashion,327103,459,323,Huge
juliajasmin_aka_jj,fashion,326342,524,1800,Huge
noor,fashion,326164,272,2291,Huge
vasjmorgan,fashion,326115,619,776,Huge
kardashianjenneruniverse_,fashion,325539,41,370,Huge
theylovetrin,fashion,324880,1157,897,Huge
theonlyblondeone,fashion,324721,501,1077,Huge
flamcis,fashion,324440,868,1403,Huge
edwinhonoret,fashion,324393,604,628,Huge
thatpineapplegirl,fashion,324260,682,714,Huge
jessydalpino,fashion,323335,891,1921,Huge
leticiarochaof,fashion,323157,670,1852,Huge
chulevonwernich,fashion,322537,1289,926,Huge
inesjimm,fashion,322279,839,1975,Huge
brightonkeller,fashion,321650,737,4209,Huge
chezrust,fashion,320708,136,492,Huge
ava.michelle,fashion,320278,2784,1301,Huge
robertoderosa,fashion,320045,2318,2689,Huge
zuneraserena,fashion,319939,182,2405,Huge
melodielbirliler,fashion,319553,996,2268,Huge
smaragda_karidi_official,fashion,319256,466,636,Huge
ohtobeamuse,fashion,318812,796,1788,Huge
styleandtrouble,fashion,318270,1081,8849,Huge
marthagraeff,fashion,318265,996,3154,Huge
halliedaily,fashion,318083,677,4022,Huge
trisdhaliwal,fashion,317957,453,521,Huge
scoutthecity,fashion,317773,922,3200,Huge
melisaycadegirmencioglu,fashion,317490,453,936,Huge
andy_samuels,fashion,317395,815,1184,Huge
stylishly.chic,fashion,317264,407,454,Huge
cassiesnelgar,fashion,317213,757,848,Huge
sofiaarrudagram,fashion,316622,1708,2591,Huge
brittnyward,fashion,316453,582,419,Huge
beha_nguyen,fashion,316445,213,1011,Huge
rkrager,fashion,314968,471,1857,Huge
naila,fashion,314629,1167,435,Huge
tobynguyen,fashion,314338,199,1178,Huge
itsmsmonica,fashion,313886,797,1481,Huge
jenniferpamplona,fashion,313641,272,1387,Huge
dreaming_outloud,fashion,312995,668,1547,Huge
whatannawears,fashion,312977,1490,5924,Huge
faladantas,fashion,312440,823,4873,Huge
sarahjanebetts,fashion,312384,396,845,Huge
justinliv,fashion,311857,867,2493,Huge
philippegazarstyle,fashion,310845,2100,3164,Huge
lucy_connell,fashion,310264,411,484,Huge
kyleereneeclark,fashion,310026,910,485,Huge
katherinelucia,fashion,308983,1621,1691,Huge
dreachong,fashion,308963,670,3162,Huge
mercurioroberta,fashion,308750,303,579,Huge
ownbyfemme,fashion,308152,440,2205,Huge
alexsalcedo,fashion,307354,276,1579,Huge
alexanderkenton,fashion,307168,851,1419,Huge
xxbleedgoldxx,fashion,306597,586,588,Huge
neelam_,fashion,306422,1435,854,Huge
lisahomsy,fashion,305790,1059,1179,Huge
liviacanalis,fashion,305065,1686,333,Huge
danaisabellaaa,fashion,304963,1997,3157,Huge
chynaellis_,fashion,304376,749,335,Huge
babymeia,fashion,304095,195,1332,Huge
fluvialacerda,fashion,303233,1526,4295,Huge
dreysdiary,fashion,303126,621,437,Huge
andrewengland88,fashion,302994,1150,1706,Huge
ashleyrobertson,fashion,302079,1136,3164,Huge
carolinaogliaro,fashion,301636,2088,1103,Huge
thecodeofstyle,fashion,300922,131,780,Huge
dayellenp,fashion,300620,751,3018,Huge
carmengracehamilton,fashion,300320,1092,1192,Huge
darinagata,fashion,298763,697,1339,Huge
tania_lucely,fashion,298397,49,415,Huge
zelia,fashion,297816,685,4132,Huge
limaswardrobe,fashion,296371,1057,1669,Huge
bridesmagazine,fashion,296146,1026,3953,Huge
sammijefcoate,fashion,296105,303,1408,Huge
cocoloco_girl,fashion,295801,1034,927,Huge
kristennoelcrawley,fashion,295557,292,663,Huge
weddingsparrow,fashion,295438,3083,4860,Huge
avajules_,fashion,295208,191,250,Huge
chrisjclark_,fashion,294379,612,725,Huge
veronica_giomini,fashion,293901,957,2461,Huge
tiffanyish,fashion,293900,679,1921,Huge
rachaelostovich,fashion,293825,4243,7323,Huge
