,Username,Category,Followers,Followees,Posts,Level
2994,mpholebajoa,fashion,75597.0,99,2503,Mid
2995,kool_1,fashion,75532.0,7282,611,Mid
2996,sisiliapiring,fashion,75498.0,519,952,Mid
2997,izisimundic,fashion,75487.0,1177,638,Mid
2998,jasminefares,fashion,75422.0,932,305,Mid
2999,kellynhacosta,fashion,75409.0,1072,3740,Mid
3000,sarastos11,fashion,75389.0,149,498,Mid
3001,missroseayala,fashion,75385.0,1941,360,Mid
3002,dinzsisters,fashion,75361.0,719,1378,Mid
3003,angelapavese,fashion,75278.0,3245,3979,Mid
3004,kavaliauskaite,fashion,75227.0,488,709,Mid
3005,theurbangal,fashion,75221.0,5024,1011,Mid
3006,issam.tn,fashion,75104.0,622,362,Mid
3007,valehbarreto,fashion,75069.0,256,352,Mid
3008,gessiimicalizzi,fashion,75045.0,687,468,Mid
3009,valhery,fashion,75037.0,431,960,Mid
3010,musesuniform,fashion,74993.0,276,1313,Mid
3011,raretrio,fashion,74981.0,122,470,Mid
3012,_____heal_____,fashion,74892.0,50,381,Mid
3013,nirali_sharma,fashion,74877.0,203,326,Mid
3014,laurralucie,fashion,74815.0,234,610,Mid
3015,laisrasera,fashion,74804.0,5725,6943,Mid
3016,iamlareal,fashion,74763.0,1588,1867,Mid
3017,nina.rimaa,fashion,74750.0,919,427,Mid
3018,josysramos,fashion,74738.0,1439,1696,Mid
3019,daniela_zuccotti,fashion,74732.0,3409,2709,Mid
3020,carolinaramatorea,fashion,74666.0,982,261,Mid
3021,juliahlm,fashion,74662.0,309,974,Mid
3022,tomasch_,fashion,74660.0,966,343,Mid
3023,curvygirlchic,fashion,74630.0,1551,1700,Mid
3024,jodiblk_,fashion,74567.0,566,874,Mid
3025,themeghanjones,fashion,74555.0,1094,4844,Mid
3026,_linadoll,fashion,74531.0,557,1411,Mid
3027,trendychickadee,fashion,74528.0,1827,1566,Mid
3028,lotsofbunnies,fashion,74404.0,349,255,Mid
3029,hannahplayskeys,fashion,74383.0,755,419,Mid
3030,cocobaudelle,fashion,74380.0,1000,338,Mid
3031,payalia,fashion,74284.0,2651,1297,Mid
3032,ethieen,fashion,74275.0,378,1837,Mid
3033,saragailvickers,fashion,74225.0,2779,5070,Mid
3034,jonas_sofly,fashion,74149.0,96,585,Mid
3035,martitamgd,fashion,74063.0,506,1432,Mid
3036,ashdimoni,fashion,73939.0,1259,761,Mid
3037,nerminapietersmekic,fashion,73934.0,867,465,Mid
3038,kiki_x_tarik,fashion,73930.0,1505,777,Mid
3039,unakrlic,fashion,73824.0,372,369,Mid
3040,alzatesara,fashion,73773.0,423,2153,Mid
3041,emi_renata,fashion,73751.0,520,1701,Mid
3042,ashley_chloe,fashion,73730.0,323,348,Mid
3043,withloveandstyle,fashion,73675.0,2510,597,Mid
3044,beautique_by_claudia_ciocca,fashion,73634.0,2590,1383,Mid
3045,geronp,fashion,73623.0,3307,423,Mid
3046,laurenelysebuckley,fashion,73615.0,4187,845,Mid
3047,hertastylife,fashion,73601.0,763,1872,Mid
3048,lindsay.adkinson,fashion,73506.0,1617,1879,Mid
3049,thestyledseed,fashion,73380.0,959,1100,Mid
3050,m0reniita,fashion,73339.0,573,1014,Mid
3051,cathclaire,fashion,73331.0,6521,1244,Mid
3052,laurenashleypatao,fashion,73311.0,1332,2579,Mid
3053,stylethegirl,fashion,73274.0,1133,2318,Mid
3054,katrinakbowden,fashion,73264.0,581,1956,Mid
3055,carmenvantini,fashion,73250.0,3647,538,Mid
3056,morning.elegance,fashion,73232.0,3445,1342,Mid
3057,karenbritchick,fashion,73162.0,522,2198,Mid
3058,chloeplumstead,fashion,73137.0,842,2984,Mid
3059,heymadinelson,fashion,73120.0,926,545,Mid
3060,rosecrombiee,fashion,73098.0,990,698,Mid
3061,wendyvsoest,fashion,73067.0,5814,3220,Mid
3062,jennloydlifestyle,fashion,73014.0,2317,665,Mid
3063,julia_kunz,fashion,72972.0,206,325,Mid
3064,harlowlunawhite,fashion,72904.0,2207,1789,Mid
3065,ashleyterk,fashion,72857.0,1068,1328,Mid
3066,thisfellow,fashion,72834.0,373,1813,Mid
3067,alexfinch_,fashion,72806.0,1171,499,Mid
3068,dee_jaxon,fashion,72796.0,535,534,Mid
3069,valerie_star,fashion,72685.0,2091,627,Mid
3070,canrodd,fashion,72655.0,834,674,Mid
3071,liammcaleese,fashion,72581.0,4316,1654,Mid
3072,notoriouslydapper,fashion,72579.0,914,2068,Mid
3073,cherriemun_,fashion,72536.0,709,1865,Mid
3074,thestacielife,fashion,72507.0,3740,677,Mid
3075,thesensibleshopaholic,fashion,72476.0,1835,801,Mid
3076,tyciadchannel,fashion,72451.0,905,1139,Mid
3077,natymichele,fashion,72330.0,845,5013,Mid
3078,snjezi,fashion,72257.0,441,1156,Mid
3079,theblondeflamingo,fashion,72252.0,1514,598,Mid
3080,thealohababe,fashion,72218.0,3787,1647,Mid
3081,rafaelbosi,fashion,72172.0,4059,2187,Mid
3082,pwin.cess,fashion,72166.0,400,351,Mid
3083,aneesa.sharif,fashion,72132.0,357,335,Mid
3084,sara_cruzz,fashion,72122.0,1090,692,Mid
3085,juliacomil,fashion,72117.0,4448,830,Mid
3086,taygnaz,fashion,72091.0,988,760,Mid
3087,yessicahc,fashion,72085.0,821,682,Mid
3088,livbien,fashion,72037.0,597,991,Mid
3089,eleonora_branca,fashion,72008.0,2076,1659,Mid
3090,tashapolis,fashion,71978.0,1047,1245,Mid
3091,jamaica_asthma,fashion,71931.0,1235,1587,Mid
3092,thestylistadiaries,fashion,71930.0,848,1626,Mid
3093,xposedbeauty,fashion,71925.0,735,866,Mid
3094,rianna.p_,fashion,71878.0,1632,2553,Mid
3095,tiffanyallison7,fashion,71831.0,1641,970,Mid
3096,cherylhickey,fashion,71796.0,2783,2568,Mid
3097,angiesmithstyle,fashion,71783.0,421,4123,Mid
3098,dymondsflawlesss,fashion,71758.0,494,804,Mid
3099,ceecchi,fashion,71738.0,2691,1197,Mid
3100,bradskelly,fashion,71662.0,1093,638,Mid
3101,candywashington,fashion,71570.0,3777,998,Mid
3102,amal.amamou,fashion,71526.0,610,633,Mid
3103,vanessaaameow,fashion,71459.0,239,975,Mid
3104,my_heel_obsession,fashion,71271.0,876,1415,Mid
3105,gabrielegz,fashion,71230.0,714,2223,Mid
3106,h2photography,fashion,71193.0,505,2757,Mid
3107,alittlepaperdoll,fashion,71120.0,282,1158,Mid
3108,danai_lnp,fashion,71090.0,955,920,Mid
3109,philippa.sandberg,fashion,71060.0,910,823,Mid
3110,stylestructure,fashion,71039.0,465,2505,Mid
3111,hamiluu,fashion,71032.0,246,342,Mid
3112,healthy_mandy,fashion,70935.0,670,421,Mid
3113,rubyaldridge,fashion,70891.0,1407,1202,Mid
3114,jordanyorn,fashion,70885.0,481,273,Mid
3115,habesha_hottie,fashion,70864.0,758,281,Mid
3116,itskarliwoods,fashion,70856.0,900,1724,Mid
3117,huyentxo,fashion,70838.0,563,1266,Mid
3118,sagamiindonesia,fashion,70821.0,168,876,Mid
3119,anastasiia.ia,fashion,70789.0,1039,1374,Mid
3120,el.vino,fashion,70759.0,76,348,Mid
3121,samantha_show_,fashion,70736.0,2584,3112,Mid
3122,marija_maki96,fashion,70655.0,7261,997,Mid
3123,ainulhidayaah,fashion,70557.0,365,361,Mid
3124,alessandracrinzi,fashion,70501.0,2243,820,Mid
3125,happyjankell,fashion,70501.0,951,806,Mid
3126,waityouneedthis,fashion,70420.0,1649,1301,Mid
3127,coraldeelasi,fashion,70417.0,436,683,Mid
3128,ihavethisthingfor,fashion,70402.0,3435,796,Mid
3129,alanapaolucci,fashion,70290.0,1009,463,Mid
3130,izaabelax,fashion,70250.0,125,385,Mid
3131,zoeyivory,fashion,70225.0,536,802,Mid
3132,lindsayriding,fashion,70182.0,1027,1025,Mid
3133,amypejkovic,fashion,70181.0,1456,1119,Mid
3134,giodyborgia,fashion,70120.0,2732,1531,Mid
3135,shazaira,fashion,70087.0,883,643,Mid
3136,m__s_zzz___,fashion,70079.0,383,751,Mid
3137,glowpinkstah,fashion,70054.0,605,3064,Mid
3138,simplygailg,fashion,70012.0,2066,735,Mid
3139,taniabdarling,fashion,69990.0,748,1016,Mid
3140,stellasimona,fashion,69982.0,3197,1281,Mid
3141,2ctorkia,fashion,69924.0,1107,921,Mid
3142,seda.insta,fashion,69895.0,311,390,Mid
3143,leaura,fashion,69785.0,3231,273,Mid
3144,houstonslala,fashion,69766.0,1010,2085,Mid
3145,kylieek_jenner,fashion,69763.0,1208,536,Mid
3146,leximars,fashion,69759.0,795,727,Mid
3147,ismaelmarin_91,fashion,69740.0,4147,274,Mid
3148,bernymarti,fashion,69708.0,492,416,Mid
3149,theblacklayers,fashion,69672.0,982,913,Mid
3150,amitthakur_hair,fashion,69653.0,460,372,Mid
3151,nikki,fashion,69646.0,294,975,Mid
3152,ponteturopa,fashion,69633.0,563,5174,Mid
3153,nataliekreuzmayr,fashion,69574.0,2238,1253,Mid
3154,tysevere,fashion,69529.0,584,990,Mid
3155,cindydslv,fashion,69413.0,1480,2135,Mid
3156,thenotoriouskia,fashion,69406.0,1498,1078,Mid
3157,zanzadra91,fashion,69401.0,3159,1282,Mid
3158,nicksyrup,fashion,69385.0,4859,325,Mid
3159,piuma_blu,fashion,69335.0,1846,731,Mid
3160,stellaasteria,fashion,69315.0,1863,844,Mid
3161,racheleviola,fashion,69297.0,481,606,Mid
3162,brittfullwood,fashion,69271.0,608,3649,Mid
3163,evengrazielly,fashion,69237.0,2908,2491,Mid
3164,mari_thequeen,fashion,69161.0,940,194,Mid
3165,gabriellaimartinez,fashion,69038.0,2990,392,Mid
3166,emiliadeporet,fashion,68974.0,1081,2964,Mid
3167,megindokaj,fashion,68953.0,466,634,Mid
3168,styledandtaylored,fashion,68933.0,745,947,Mid
3169,carolinlauffenburger,fashion,68918.0,6639,597,Mid
3170,lenakovacevic_official,fashion,68874.0,464,3179,Mid
3171,anatanaka,fashion,68840.0,3419,3330,Mid
3172,gorgeousingrey,fashion,68749.0,789,641,Mid
3173,paris.jacobson,fashion,68732.0,1447,1131,Mid
3174,hundredblog,fashion,68689.0,2131,1077,Mid
3175,littlemissfearlessblog,fashion,68665.0,857,2413,Mid
3176,ekskluzywny_menel,fashion,68619.0,667,2358,Mid
3177,aleksandra_zelazowska,fashion,68611.0,483,310,Mid
3178,darlenerawrs,fashion,68552.0,110,689,Mid
3179,emiliangergard,fashion,68552.0,750,1651,Mid
3180,eva_jasmin,fashion,68519.0,396,1171,Mid
3181,meghantonjes,fashion,68513.0,3821,8863,Mid
3182,luckyoetama,fashion,68488.0,816,2400,Mid
3183,dfmarin,fashion,68454.0,1488,991,Mid
3184,seablueeyesblog,fashion,68454.0,5264,981,Mid
3185,i.archanelle,fashion,68450.0,766,381,Mid
3186,stephaniezwicky,fashion,68392.0,599,4982,Mid
3187,rickykazaf,fashion,68369.0,1938,3503,Mid
3188,justdimpleit,fashion,68367.0,889,716,Mid
3189,georgmercer,fashion,68322.0,989,269,Mid
3190,the_style_fairy,fashion,68283.0,597,2856,Mid
3191,corinne_mantineo,fashion,68266.0,165,536,Mid
3192,whowhatwear.uk,fashion,68262.0,3171,2213,Mid
3193,ezzakinsofficial,fashion,68245.0,213,275,Mid
3194,billierose,fashion,68235.0,1074,4520,Mid
3195,aikocunanan,fashion,68191.0,1558,727,Mid
3196,blogmarinacasemiro,fashion,68170.0,2823,5551,Mid
3197,jessiicooper,fashion,68140.0,253,361,Mid
3198,sofia_filipe1,fashion,68050.0,1558,496,Mid
3199,thefashion_lift,fashion,68008.0,2733,2494,Mid
3200,thelingerielady,fashion,67957.0,3328,738,Mid
3201,panache_mania,fashion,67940.0,827,626,Mid
3202,robbertrodenburg,fashion,67930.0,585,987,Mid
3203,whitneybearr,fashion,67874.0,890,4216,Mid
3204,cherielv,fashion,67862.0,208,1172,Mid
3205,violettback,fashion,67781.0,883,956,Mid
3206,daphisticated,fashion,67762.0,1526,2059,Mid
3207,gabijavarnaite,fashion,67721.0,1560,1707,Mid
3208,samiclarke,fashion,67680.0,2156,320,Mid
3209,unconventionalsecrets,fashion,67659.0,3585,5139,Mid
3210,jaclynrjohnson,fashion,67583.0,2115,3692,Mid
3211,emmmabooks,fashion,67457.0,1252,2804,Mid
3212,n.col.s,fashion,67455.0,976,568,Mid
3213,luigi_lauro,fashion,67411.0,1182,319,Mid
3214,teejayhughes,fashion,67356.0,449,1083,Mid
3215,anjallisukumaran,fashion,67354.0,161,798,Mid
3216,claaramartinez,fashion,67346.0,2020,1762,Mid
3217,isyialia,fashion,67340.0,1715,583,Mid
3218,elsaekman,fashion,67333.0,752,2902,Mid
3219,renatinhadiniz,fashion,67333.0,1614,2301,Mid
3220,withwendy,fashion,67310.0,312,1442,Mid
3221,nia_mayflow,fashion,67196.0,237,402,Mid
3222,oliviafaeh,fashion,67141.0,977,2245,Mid
3223,karolinabaszak,fashion,67125.0,1509,2040,Mid
3224,ericaligenza,fashion,67081.0,1359,2148,Mid
3225,karensoto_official,fashion,67075.0,667,754,Mid
3226,lapetitepomme_,fashion,67044.0,1410,546,Mid
3227,veganbeautyreview,fashion,67038.0,2076,2238,Mid
3228,sara_waiste,fashion,67011.0,1777,1956,Mid
3229,todaysthebestday,fashion,66954.0,1814,1364,Mid
3230,sammiejosephene,fashion,66903.0,2281,2549,Mid
3231,elii.stephens,fashion,66874.0,2765,528,Mid
3232,aimeeconnolly_com,fashion,66848.0,1554,2033,Mid
3233,mash.elle,fashion,66829.0,951,600,Mid
3234,lizachloe,fashion,66815.0,971,2948,Mid
3235,carrierad,fashion,66792.0,287,1028,Mid
3236,thedoubletakegirls,fashion,66762.0,1814,4863,Mid
3237,dawanda_de,fashion,66724.0,1474,2092,Mid
3238,zaramartin,fashion,66687.0,591,916,Mid
3239,rodriguessteph,fashion,66656.0,923,1210,Mid
3240,victoriaczajkowska,fashion,66603.0,829,2581,Mid
3241,luna_couto,fashion,66564.0,414,346,Mid
3242,summerwind41490,fashion,66552.0,895,3403,Mid
3243,elle_belgie,fashion,66513.0,1315,4806,Mid
3244,caralynmirand,fashion,66507.0,993,717,Mid
3245,lilylove213,fashion,66473.0,560,3260,Mid
3246,depetitsmoments,fashion,66442.0,1154,871,Mid
3247,ihanio,fashion,66427.0,432,2324,Mid
3248,nikki_murciano,fashion,66418.0,1072,561,Mid
3249,twocorporategirls,fashion,66361.0,485,1467,Mid
3250,_shannonnicole,fashion,66339.0,326,450,Mid
3251,karinastylediaries,fashion,66336.0,1060,1711,Mid
3252,anupriyakapur,fashion,66313.0,1261,1246,Mid
3253,ferrussian,fashion,66271.0,1189,1219,Mid
3254,juanarroita,fashion,66261.0,468,893,Mid
3255,barbarabrigido,fashion,66143.0,1457,1244,Mid
3256,aglamlifestyle,fashion,66125.0,1342,1228,Mid
3257,marielabagnato,fashion,66103.0,2134,2190,Mid
3258,noore,fashion,65988.0,808,1164,Mid
3259,thefashionjogger,fashion,65951.0,1151,861,Mid
3260,thuanne_rodrigues,fashion,65944.0,510,648,Mid
3261,emmaleger,fashion,65935.0,973,1509,Mid
3262,themomsnetwork,fashion,65923.0,2092,3476,Mid
3263,fredi_boldt,fashion,65914.0,926,316,Mid
3264,iana_90,fashion,65902.0,1380,386,Mid
3265,stevenepprecht,fashion,65889.0,886,771,Mid
3266,melanieribbe,fashion,65871.0,995,4128,Mid
3267,lizakohl,fashion,65843.0,1763,1797,Mid
3268,armariodesilvia,fashion,65778.0,1548,5149,Mid
3269,gabghader,fashion,65719.0,1787,1161,Mid
3270,meganadelaide,fashion,65717.0,4330,692,Mid
3271,xoxofei,fashion,65716.0,351,2260,Mid
3272,codergirl_,fashion,65687.0,831,993,Mid
3273,immisterpaul,fashion,65625.0,3062,1090,Mid
3274,diana.stef,fashion,65592.0,939,517,Mid
3275,alexander_rux,fashion,65514.0,870,530,Mid
3276,monajippy,fashion,65340.0,475,627,Mid
3277,alvinlvins,fashion,65273.0,823,966,Mid
3278,ambervscott,fashion,65191.0,391,1169,Mid
3279,blogcaroladuarte,fashion,65181.0,7270,11674,Mid
3280,natashaleeds,fashion,65143.0,675,617,Mid
3281,havuni,fashion,65115.0,467,509,Mid
3282,the_lunar_phase,fashion,65112.0,1682,746,Mid
3283,armelola,fashion,65005.0,4861,1917,Mid
3284,carolinecumrik,fashion,64993.0,372,769,Mid
3285,prettyconnected,fashion,64863.0,2119,4009,Mid
3286,chicdisheveled,fashion,64833.0,1144,1391,Mid
3287,alessiarux,fashion,64826.0,2214,4580,Mid
3288,libertadgreen,fashion,64751.0,70,5401,Mid
3289,chiapiscedda,fashion,64732.0,3951,3903,Mid
3290,tia_cappuccio,fashion,64709.0,2076,621,Mid
3291,athoughtfulplace,fashion,64690.0,633,3122,Mid
3292,giannaferazi,fashion,64617.0,103,421,Mid
3293,thefoldline,fashion,64591.0,799,1483,Mid
3294,sarabiderman,fashion,64585.0,658,1913,Mid
3295,thegraybasic,fashion,64515.0,801,1220,Mid
3296,jessicakohh,fashion,64475.0,364,338,Mid
3297,littlemissbubu,fashion,64456.0,1392,344,Mid
3298,martys_,fashion,64450.0,1881,748,Mid
3299,styleatacertainage,fashion,64409.0,490,1113,Mid
3300,hannahrayninja,fashion,64398.0,435,1172,Mid
3301,kristarobertso,fashion,64384.0,233,2271,Mid
3302,sauvemaxia,fashion,64378.0,3437,5550,Mid
3303,evgenia.dzaferovic,fashion,64211.0,768,742,Mid
3304,truelane,fashion,64179.0,548,4485,Mid
3305,ruthieridley,fashion,64167.0,1357,3708,Mid
3306,lonestar.looking.glass,fashion,64144.0,1655,2115,Mid
3307,milena_narciso_official,fashion,64129.0,1544,421,Mid
3308,avenuedesreveries,fashion,64096.0,364,511,Mid
3309,nicqueen,fashion,64080.0,997,1856,Mid
3310,elisabetta_pistoni,fashion,64033.0,1438,1107,Mid
3311,kendy.du,fashion,64017.0,1028,1130,Mid
3312,surbeesuri,fashion,63996.0,309,2733,Mid
3313,princess_jade_,fashion,63948.0,1025,491,Mid
3314,outofthecorner,fashion,63947.0,1191,3852,Mid
3315,chiaratotire,fashion,63928.0,1157,1525,Mid
3316,inesheredia,fashion,63894.0,664,1516,Mid
3317,ieva_pa,fashion,63857.0,150,1763,Mid
3318,yailen87,fashion,63810.0,375,284,Mid
3319,marienasemann,fashion,63791.0,1200,1914,Mid
3320,curlswithapromise,fashion,63679.0,450,742,Mid
3321,missheartmade,fashion,63653.0,590,1022,Mid
3322,lesya.kostyukova,fashion,63652.0,296,956,Mid
3323,dennmitch,fashion,63616.0,376,660,Mid
3324,stephaniemiaa,fashion,63555.0,4159,704,Mid
3325,cokshara,fashion,63534.0,1145,613,Mid
3326,hausofhogan,fashion,63510.0,2071,403,Mid
3327,jeylaloves,fashion,63501.0,6838,687,Mid
3328,layersofchic_,fashion,63468.0,3108,1779,Mid
3329,alinaal.jpg,fashion,63440.0,617,798,Mid
3330,loumagana,fashion,63432.0,877,330,Mid
3331,fountainof30,fashion,63409.0,2869,2785,Mid
3332,yukibomb,fashion,63389.0,2566,771,Mid
3333,barrylafraise,fashion,63320.0,2880,1966,Mid
3334,fashionforroyals,fashion,63316.0,1135,1233,Mid
3335,martinhabarreto,fashion,63212.0,1063,936,Mid
3336,giorgiafaggi,fashion,63193.0,418,1407,Mid
3337,yasmindiazx,fashion,63168.0,332,264,Mid
3338,theoverwhelmedbride,fashion,63040.0,320,4993,Mid
3339,zsuzsubell,fashion,63001.0,171,1921,Mid
3340,tiphainemarie_,fashion,62992.0,750,6126,Mid
3341,christheticz,fashion,62956.0,328,569,Mid
3342,jesskeys_,fashion,62909.0,1296,2466,Mid
3343,dresscorilynn,fashion,62900.0,1002,4160,Mid
3344,larissaverbon,fashion,62899.0,361,4486,Mid
3345,raffaella__f,fashion,62899.0,2354,785,Mid
3346,immortal.nick,fashion,62877.0,4988,1331,Mid
3347,lulandco,fashion,62845.0,1014,4878,Mid
3348,mossonyi,fashion,62831.0,717,1335,Mid
3349,cfashionista,fashion,62828.0,210,1626,Mid
3350,gloria_bellaaa,fashion,62820.0,1037,398,Mid
3351,frixday,fashion,62794.0,422,750,Mid
3352,alexcarreno_,fashion,62775.0,1105,1485,Mid
3353,yukikokubu,fashion,62738.0,231,822,Mid
3354,cosimobuccolieri,fashion,62738.0,2918,798,Mid
3355,abi_kd,fashion,62676.0,813,1268,Mid
3356,haruka_nagakura,fashion,62662.0,348,7898,Mid
3357,kammyalmeida,fashion,62620.0,777,3849,Mid
3358,dacey_cash,fashion,62609.0,559,813,Mid
3359,irenepila_,fashion,62606.0,247,2220,Mid
3360,larissabusch,fashion,62593.0,1237,731,Mid
3361,bella_ricchi,fashion,62559.0,934,282,Mid
3362,sophhirose,fashion,62504.0,5853,1312,Mid
3363,fashionzoomka,fashion,62491.0,1189,930,Mid
3364,candidlychan,fashion,62471.0,935,3630,Mid
3365,tucha_k,fashion,62452.0,794,1569,Mid
3366,mensstylepro,fashion,62398.0,5067,2577,Mid
3367,ryleegreenstyle,fashion,62347.0,6542,3493,Mid
3368,_davidecorsini_,fashion,62339.0,834,592,Mid
3369,lucahollestelle,fashion,62301.0,471,646,Mid
3370,stefaniavalentin,fashion,62289.0,579,368,Mid
3371,shaunalindsay,fashion,62262.0,1050,454,Mid
3372,theocarow,fashion,62188.0,618,602,Mid
3373,filiz.leyla,fashion,62186.0,1358,839,Mid
3374,tahliajmoffitt,fashion,62168.0,617,680,Mid
3375,saandiana,fashion,62140.0,563,639,Mid
3376,stephtaylorjackson,fashion,62018.0,957,863,Mid
3377,dominiquenugent89,fashion,62002.0,1251,1615,Mid
3378,_millyna_,fashion,61999.0,1499,703,Mid
3379,travelfashiondiary,fashion,61995.0,1109,288,Mid
3380,pinamarlene,fashion,61959.0,410,2061,Mid
3381,mr.benfield,fashion,61925.0,2382,516,Mid
3382,deeacodrea,fashion,61922.0,2991,6154,Mid
3383,andreahegard,fashion,61909.0,1258,2271,Mid
3384,_louigi_,fashion,61896.0,499,577,Mid
3385,hamptonsmag,fashion,61881.0,718,763,Mid
3386,nellielim,fashion,61832.0,1065,3687,Mid
3387,thedapperjuan,fashion,61817.0,896,1004,Mid
3388,mitchellphun,fashion,61779.0,384,412,Mid
3389,theblondish,fashion,61735.0,3573,745,Mid
3390,belleandbunty,fashion,61701.0,501,2968,Mid
3391,sincerelyophelia,fashion,61694.0,1332,412,Mid
3392,asma.tj,fashion,61657.0,470,308,Mid
3393,bchanism,fashion,61650.0,466,1743,Mid
3394,vicknhope,fashion,61636.0,1006,1370,Mid
3395,bowtieblue,fashion,61633.0,875,1626,Mid
3396,arongmama,fashion,61618.0,748,2360,Mid
3397,leticiawalantumba,fashion,61597.0,203,424,Mid
3398,thejitana,fashion,61586.0,935,1652,Mid
3399,ebruary,fashion,61557.0,706,313,Mid
3400,kirbyisaboss,fashion,61552.0,902,940,Mid
3401,olof1982,fashion,61535.0,1856,3987,Mid
3402,kennedydawn,fashion,61495.0,929,687,Mid
3403,melodyslife,fashion,61454.0,993,926,Mid
3404,ms__red92,fashion,61430.0,1386,463,Mid
3405,scvino,fashion,61425.0,2501,1047,Mid
3406,ligiauriarte,fashion,61407.0,609,912,Mid
3407,filipajackson,fashion,61405.0,1904,1475,Mid
3408,baaba_amoaba,fashion,61376.0,847,308,Mid
3409,rachelvins,fashion,61359.0,5069,522,Mid
3410,trulyzere,fashion,61338.0,1374,915,Mid
3411,seoji72,fashion,61324.0,381,1936,Mid
3412,zamy_ding,fashion,61254.0,359,1213,Mid
3413,missoph22,fashion,61250.0,1700,3118,Mid
3414,kirstenanderton,fashion,61229.0,1462,1197,Mid
3415,larissachehuen,fashion,61196.0,1854,1949,Mid
3416,janalynkristine,fashion,61177.0,1013,1790,Mid
3417,fashiondonewrite,fashion,61164.0,3633,557,Mid
3418,msmadeleine_,fashion,61140.0,1965,1637,Mid
3419,dathias,fashion,61126.0,2223,2596,Mid
3420,sabinasarkka,fashion,61125.0,406,1795,Mid
3421,gingerellica,fashion,61112.0,5645,2755,Mid
3422,alltheprettys,fashion,61109.0,1927,1838,Mid
3423,domiziemek,fashion,61033.0,399,665,Mid
3424,siguemiestilo,fashion,60963.0,2525,2980,Mid
3425,samozkural,fashion,60956.0,387,2040,Mid
3426,sannyzoektgeluk,fashion,60892.0,773,3323,Mid
3427,poorlittleitgirl,fashion,60891.0,1097,4196,Mid
3428,enricobadema,fashion,60863.0,5458,515,Mid
3429,dietitiandeanna,fashion,60855.0,545,2657,Mid
3430,ming.leone,fashion,60819.0,1529,982,Mid
3431,anacustey,fashion,60786.0,643,1159,Mid
3432,mikirai,fashion,60778.0,487,389,Mid
3433,yasmine.zahran,fashion,60760.0,632,692,Mid
3434,adelinerapon,fashion,60752.0,880,3099,Mid
3435,allthingsalison,fashion,60749.0,2354,1109,Mid
3436,alexisshv,fashion,60724.0,2698,282,Mid
3437,amixofmin,fashion,60710.0,608,2260,Mid
3438,_the_b_word_,fashion,60675.0,757,961,Mid
3439,naomiboyer,fashion,60666.0,1156,613,Mid
3440,ardiananicki,fashion,60623.0,455,661,Mid
3441,chira92,fashion,60617.0,1904,994,Mid
3442,titispassion,fashion,60602.0,1925,2098,Mid
3443,tabataboccatto,fashion,60470.0,4260,6437,Mid
3444,itsmekellieb,fashion,60463.0,1038,1892,Mid
3445,timbryan,fashion,60453.0,912,1834,Mid
3446,tashamasonx,fashion,60410.0,1724,384,Mid
3447,polinaprotodyakonova,fashion,60378.0,1172,1733,Mid
3448,tropicalnicole,fashion,60356.0,440,908,Mid
3449,maisonmagda,fashion,60334.0,555,327,Mid
3450,normaconedera,fashion,60318.0,292,605,Mid
3451,melisekrem,fashion,60297.0,885,699,Mid
3452,whoisthatblonde,fashion,60283.0,978,710,Mid
3453,mmegankathleen,fashion,60274.0,667,1241,Mid
3454,umeromaan,fashion,60269.0,1240,973,Mid
3455,saachi.bhasin,fashion,60268.0,638,706,Mid
3456,monicaaksamit,fashion,60251.0,691,510,Mid
